1;0.8;101;1.987171737650497;0.2688742307945796;0.052437812389423286
2;0.8;101;0.9173987392975039;0.08327285018747337;0.01624047824277889
4;0.8;101;0.3873353554035616;0.02847565102656926;0.005553529030228023
1;0.85;101;2.8259860845943705;0.36091513040320067;0.07038829954309184
2;0.85;101;1.3119962121160922;0.13540635829292996;0.02640793500930336
4;0.85;101;0.5912998948778622;0.054828028307534485;0.01069296173744904
1;0.9;384;4.437955021252875;0.8994029812550071;0.08995903373618733
2;0.9;220;2.1540996491910143;0.34046688621792703;0.04499037466083728
4;0.9;140;0.9921455199515725;0.11886037543352547;0.019689248995189486
1;0.95;5535;9.072377327395229;3.416165856842412;0.08999869384041534
2;0.95;3371;4.534745667732435;1.3328514188964204;0.04499439677461858
4;0.95;2193;2.214455020389941;0.47064759286479113;0.01969847462459748
