1;0.8;181;3.9706230757336316;0.6144799059531832;0.08952090614797603
2;0.8;141;1.7727820906188205;0.2724148144171186;0.044965273220517715
4;0.8;101;0.7369645515526999;0.08776230123230992;0.017116043710413826
1;0.85;767;5.582636623402499;1.2704273361720535;0.08991004590726275
2;0.85;350;2.572404886078889;0.4294720024239248;0.04499423852789808
4;0.85;213;1.1461707209061738;0.1464406688411446;0.01966654061811076
1;0.9;3339;8.811072286592697;2.6525967189836983;0.08997442708234062
2;0.9;1703;4.214639755386847;0.9472294155319184;0.044988749698241445
4;0.9;1117;1.958252427727724;0.33569114116614374;0.01968653871475919
1;0.95;34892;17.433927041136407;8.57714688962594;0.08999864838749534
2;0.95;23485;8.888901217137274;3.51842416159244;0.044999634206778064
4;0.95;17465;4.351392776630594;1.3282358350769845;0.019699126517466876
